description,title,country,region,postal code,locality,extend address,name
"
	Level 3, 1124 Hardy Rd is located in the area Houston, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-04-2009.","Level 3, 1124 Hardy Rd",USA,Texas,77020,Houston,"Level 3, 1124 Hardy Rd",Level 3 Communications
"
	SunGard I-45 is located in the area Houston, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-04-2009.",SunGard I-45,USA,Texas,77060,Houston,SunGard I-45,Sungard Availability Services
"
	Level 3, 3939 Corporate Dr is located in the area Houston, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-04-2009.","Level 3, 3939 Corporate Dr",USA,Texas,77036,Houston,"Level 3, 3939 Corporate Dr",Level 3 Communications
"
	SunGard 757 N Eldrige is located in the area Houston, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-04-2009.",SunGard 757 N Eldrige,USA,Texas,77079,Houston,SunGard 757 N Eldrige,Sungard Availability Services
"
	SunGard Long Island is located in the area Long Island, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-04-2009.",SunGard Long Island,USA,New York,11101,"Long Island, City",SunGard Long Island,Sungard Availability Services
"
	SunGard 711 N Edgewood is located in the area Chicago, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-04-2009.",SunGard 711 N Edgewood,USA,Illinois,60191,Wood Dale,SunGard 711 N Edgewood,Sungard Availability Services
"
	SunGard 109 Brookline is located in the area Boston, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-04-2009.",SunGard 109 Brookline,USA,Massachusetts,02215,Boston,SunGard 109 Brookline,Sungard Availability Services
"
	SunGard 410 Commerce is located in the area Hudson County, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-04-2009.",SunGard 410 Commerce,USA,New Jersey,07072,Carlstadt,SunGard 410 Commerce,Sungard Availability Services
"
	Sungard 777 Central is located in the area Hudson County, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-04-2009.",Sungard 777 Central,USA,New Jersey,07072,Carlstadt,Sungard 777 Central,Sungard Availability Services
"
	SunGard 341 Haynes Dr is located in the area Chicago, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-04-2009.",SunGard 341 Haynes Dr,USA,Illinois,60191,Wood Dale,SunGard 341 Haynes Dr,Sungard Availability Services
"
	Tiscali Palermo is located in the area Palermo, Italy (Italia), and the colocation data center is  carrier neutral. The data center was last updated on 30-04-2009.",Tiscali Palermo,Italy,,?,Palermo,Tiscali Palermo,Tiscali Internetional Network B.V.
"
	Tiscali Citta St. Angelo is located in the area Citta St Angelo (Città Sant'Angelo), Italy (Italia), and the colocation data center is  carrier neutral. The data center was last updated on 30-04-2009.",Tiscali Citta St. Angelo,Italy,,?,Città Sant'Angelo,Tiscali Citta St. Angelo,Tiscali Internetional Network B.V.
"
	Tiscali Bologna is located in the area Bologna, Italy (Italia), and the colocation data center is  carrier neutral. The data center was last updated on 30-04-2009.",Tiscali Bologna,Italy,,?,Castenaso,Tiscali Bologna,Tiscali Internetional Network B.V.
"
	Tiscali Florence is located in the area Florence (Firenze), Italy (Italia), and the colocation data center is  carrier neutral. The data center was last updated on 30-04-2009.",Tiscali Florence,Italy,,50041,Calenzano,Tiscali Florence,Tiscali Internetional Network B.V.
"
	Tiscali Rome is located in the area Rome (Roma), Italy (Italia), and the colocation data center is  carrier neutral. The data center was last updated on 30-04-2009.",Tiscali Rome,Italy,,00143,Roma,Tiscali Rome,Tiscali Internetional Network B.V.
"
	DataPipe Somerset is located in the area New Brunswick, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-04-2009.",DataPipe Somerset,USA,New Jersey,08873,Somerset,DataPipe Somerset,"Datapipe, Inc."
"
	Sidera Networks 360 Hamilton is located in the area Westchester County, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 18-04-2012.",Sidera Networks 360 Hamilton,USA,New York,10601,White Plains,Sidera Networks 360 Hamilton,Sidera Networks
"
	Sabey SDC52 is located in the area Seattle, USA (America).",Sabey SDC52,,,,,,
"
	Intergate.Columbia is located in the area Wenatchee, USA (America).",Intergate.Columbia,,,,,,
"
	Intergate.East is located in the area Seattle, USA (America).",Intergate.East,,,,,,
"
	SoftLayer - HOU01 is located in the area Houston, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 02-03-2012.",SoftLayer - HOU01,USA,Texas,77060,Houston,SoftLayer - HOU01,SoftLayer
"
	Verizon Beltsville is located in the area Beltsville, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 30-04-2009.",Verizon Beltsville,USA,Maryland,20705,Beltsville,Verizon Beltsville,Verizon Communications Inc.
"
	SoftLayer - HOU02 is located in the area Houston, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 02-03-2012.",SoftLayer - HOU02,USA,Texas,77067,Houston,SoftLayer - HOU02,SoftLayer
"
	redIT Interlomas is located in the area Mexico City (Ciudad de México), Mexico (United Mexican States), and the colocation data center is  carrier neutral. The data center was last updated on 29-05-2012.",redIT Interlomas,Mexico,,52760,Huixquilucan,redIT Interlomas,redIT
"
	MedNautilus Athens is located in the area Athens (Athina), Greece (Hellenic Republic), and the colocation data center is  carrier neutral. The data center was last updated on 22-10-2012.",MedNautilus Athens,Greece,,144 52,Metamorphosi,MedNautilus Athens,MedNautilus Greece S.A.
"
	American Internet Services (SDTC) is located in the area San Diego, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 10-12-2009.",American Internet Services (SDTC),USA,California,92121,San Diego,American Internet Services (SDTC),American Internet Services
"
	Windstream Nashville is located in the area Nashville, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 26-08-2010.",Windstream Nashville,USA,Tennessee,37201,Nashville,Windstream Nashville,Windstream
"
	Fisher Plaza is located in the area Seattle, USA (America).",Fisher Plaza,,,,,,
"
	GlobalConnect Albertslund is located in the area Copenhagen (København), Denmark (Danmark), and the colocation data center is  carrier neutral. The data center was last updated on 30-04-2009.",GlobalConnect Albertslund,Denmark,,2620,Albertslund,GlobalConnect Albertslund,GlobalConnect A/S
"
	C7 Data Centers - Salt Lake City is located in the area Salt Lake City, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 14-05-2009.",C7 Data Centers - Salt Lake City,USA,Utah,84111,Salt Lake City,C7 Data Centers - Salt Lake City,"C7 Data Centers, Inc."
"
	TierPoint Sioux Falls East is located in the area Sioux Falls, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 23-02-2017.",TierPoint Sioux Falls East,USA,South Dakota,57104,Sioux Falls,TierPoint Sioux Falls East,TierPoint
"
	TelecityGroup Amstel Business Park is located in the area Amsterdam, The Netherlands (Holland), and the colocation data center is  carrier neutral. The data center was last updated on 13-10-2007.",TelecityGroup Amstel Business Park,The Netherlands,,1096 AM,Amsterdam,TelecityGroup Amstel Business Park,TelecityGroup
"
	UKS North is located in the area Birmingham uk, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 14-05-2009.",UKS North,United Kingdom,Warwickshire,B80 7BG,Studley,UKS North,Six Degrees Group
"
	SNS Norwood, MA is located in the area Boston, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 23-04-2012.","SNS Norwood, MA",USA,Massachusetts,02062,Norwood,"SNS Norwood, MA","Secured Network Services, Inc."
"
	UKS South is located in the area Birmingham uk, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 14-05-2009.",UKS South,United Kingdom,Warwickshire,B80 7BG,Studley,UKS South,Six Degrees Group
"
	Centro is located in the area London, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 15-05-2009.",Centro,United Kingdom,,HP2 7SU,Hemel Hempsead,Centro,Gyron Internet Ltd
"
	TierPoint Kansas City is located in the area Kansas City MO, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 23-02-2017.",TierPoint Kansas City,USA,Missouri,64153,Kansas City,TierPoint Kansas City,TierPoint
"
	NXnet Chile is located in the area Santiago, Chile (República de Chile), and the colocation data center is not  carrier neutral. The data center was last updated on 12-12-2014.",NXnet Chile,Chile,,3536,Las Condes,NXnet Chile,NXnet Solutions
"
	Primus /Commander Data Centre is located in the area Melbourne (Victoria), Australia, and the colocation data center is  carrier neutral. The data center was last updated on 12-12-2014.",Primus /Commander Data Centre,Australia,Victoria,3000,Melbourne,Primus /Commander Data Centre,Primus Telecom / Commander
"
	Neolo.com DC is located in the area Buenos Aires, Argentina (Argentine Republic), and the colocation data center is not  carrier neutral. The data center was last updated on 18-05-2009.",Neolo.com DC,Argentina,,1426,Capital Federal,Neolo.com DC,Neolo.com
"
	Tele Greenland Nuuk is located in the area Nuuk, Greenland (Grønland), and the colocation data center is not  carrier neutral. The data center was last updated on 16-05-2009.",Tele Greenland Nuuk,Greenland,,3900,Nuuk,Tele Greenland Nuuk,TELE Greenland A/S
"
	TELEPOINT is located in the area Sofia, Bulgaria, and the colocation data center is  carrier neutral. The data center was last updated on 10-02-2011.",TELEPOINT,Bulgaria,,1303,Sofia,TELEPOINT,TELEPOINT Carrier Neutral Data Center
"
	house4iT HOSTING is located in the area Kolding, Denmark (Danmark), and the colocation data center is not  carrier neutral. The data center was last updated on 20-05-2009.",house4iT HOSTING,Denmark,,6000,Kolding,house4iT HOSTING,house4it ApS
"
	Gyro Center DC-2 is located in the area Amsterdam, The Netherlands (Holland), and the colocation data center is  carrier neutral. The data center was last updated on 21-04-2015.",Gyro Center DC-2,The Netherlands,,1042 AZ,Amsterdam,Gyro Center DC-2,Gyro Center
"
	OpticDC is located in the area North Wales, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 20-10-2010.",OpticDC,United Kingdom,Denbighshire,LL17 0JD,St Asaph,OpticDC,NW Colo Ltd
"
	Gateway Gulf DC is located in the area Manama (al-Manama), Bahrain (Mamlakat al-Ba?rayn), and the colocation data center is  carrier neutral. The data center was last updated on 24-05-2009.",Gateway Gulf DC,Bahrain,,18029,Manama,Gateway Gulf DC,Gateway Gulf
"
	WeDoHosting is located in the area Vancouver, Canada, and the colocation data center is not  carrier neutral. The data center was last updated on 24-05-2009.",WeDoHosting,Canada,BC,V8Z6N6,Victoria,WeDoHosting,WeDoHosting.com Inc
"
	Onyx Group Newcastle Data Centre is located in the area Newcastle (Newcastle upon Tyne), United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 15-07-2010.",Onyx Group Newcastle Data Centre,United Kingdom,,NE1 6PN,Newcastle,Onyx Group Newcastle Data Centre,Onyx Group
"
	Onyx Group Glasgow Data Centre is located in the area Glasgow, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 12-07-2012.",Onyx Group Glasgow Data Centre,United Kingdom,,G22 5DT,Glasgow,Onyx Group Glasgow Data Centre,Onyx Group
"
	QTS Santa Clara I & II is located in the area San Jose, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 04-10-2010.",QTS Santa Clara I & II,USA,California,95054,Santa Clara,QTS Santa Clara I & II,QTS (Quality Technology Services)
"
	WIN - Eau Claire Data Center is located in the area Eau Claire, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 06-12-2013.",WIN - Eau Claire Data Center,USA,Wisconsin,54703,Eau Claire,WIN - Eau Claire Data Center,Wisconsin Independent Network
"
	iSafeTECH Syracuse, NY is located in the area Syracuse, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 02-07-2009.","iSafeTECH Syracuse, NY",USA,New York,13209,Syracuse,"iSafeTECH Syracuse, NY",iSafeTECH Syracuse NY
"
	Bothell Data Services is located in the area Seattle, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 12-01-2010.",Bothell Data Services,USA,Washington,98021,Bothell,,Bothell Data Services
"
	RockyNet Inc. Boulder is located in the area Denver, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 06-01-2012.",RockyNet Inc. Boulder,USA,Colorado,80027,Louisville,RockyNet Inc. Boulder,RockyNet Inc.
"
	Peak 10 South Florida is located in the area Fort Lauderdale, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 10-02-2011.",Peak 10 South Florida,USA,Florida,33309,Fort Lauderdale,Peak 10 South Florida,"Peak 10, Inc."
"
	DataHive is located in the area Calgary, Canada, and the colocation data center is  carrier neutral. The data center was last updated on 21-12-2012.",DataHive,Canada,Alberta,T42P 3G2,Calgary,DataHive,DATAHIVE
"
	Oricom is located in the area Quebec (Québec), Canada, and the colocation data center is not  carrier neutral. The data center was last updated on 20-01-2012.",Oricom,Canada,,G1M1E7,Quebec,Oricom,Oricom Internet Inc
"
	Oricom Internet Colocation is located in the area Quebec (Québec), Canada, and the colocation data center is  carrier neutral. The data center was last updated on 20-01-2012.",Oricom Internet Colocation,Canada,,G1K 3H5,Quebec,Oricom Internet Colocation,Oricom Internet Inc
"
	3110 North Central Avenue is located in the area Phoenix, USA (America).",3110 North Central Avenue,,,,,,
"
	Immedion is located in the area Greenville, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 04-08-2016.",Immedion,USA,South Carolina,29607,Greenville,,Immedion
"
	Redstation is located in the area Portsmouth, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 17-03-2011.",Redstation,United Kingdom,Hampshire,PO13 0GW,Gosport,Redstation,Redstation Limited
"
	SecureData 365 is located in the area Canton, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 02-07-2009.",SecureData 365,USA,Ohio,44708-1512,Canton,,SecureData 365
"
	80 State Street is located in the area Albany, USA (America).",80 State Street,,,,,,
"
	Tonaquint Data Center is located in the area Saint George (St George), USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 10-07-2009.",Tonaquint Data Center,USA,Utah,84770,Saint George,Tonaquint Data Center,"Tonaquint Data Center, Inc"
"
	Linxdatacenter Moscow is located in the area Moscow, Russia, and the colocation data center is  carrier neutral. The data center was last updated on 11-11-2010.",Linxdatacenter Moscow,Russia,,127083,Moscow,Linxdatacenter Moscow,Linxdatacenter
"
	Linxdatacenter Tallinn is located in the area Tallinn, Estonia (Eesti Vabariik), and the colocation data center is not  carrier neutral. The data center was last updated on 11-11-2010.",Linxdatacenter Tallinn,Estonia,,10621,Tallinn,Linxdatacenter Tallinn,Linxdatacenter
"
	Kulacom DC is located in the area Amman (Ammann), Jordan (Hashemite Kingdom of Jordan), and the colocation data center is not  carrier neutral. The data center was last updated on 15-11-2009.",Kulacom DC,Jordan,,11181,Amman,Kulacom DC,Kulacom
"
	TeraSwitch Networks - DC1 is located in the area Pittsburgh, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 16-07-2009.",TeraSwitch Networks - DC1,USA,Pennsylvania,15233,Pittsburgh,TeraSwitch Networks - DC1,TeraSwitch Networks Inc.
"
	PhoenixNAP is located in the area Phoenix, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 14-09-2015.",PhoenixNAP,USA,Arizona,85034,Phoenix,,PhoenixNAP
"
	RockyNet Inc. Denver is located in the area Denver, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 12-08-2009.",RockyNet Inc. Denver,USA,Colorado,80265,Denver,RockyNet Inc. Denver,RockyNet Inc.
"
	DRS Youngstown North Datacenter is located in the area Youngstown, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 21-02-2012.",DRS Youngstown North Datacenter,USA,Ohio,44504,Youngstown,DRS Youngstown North Datacenter,DRS
"
	CentriLogic is located in the area Rochester, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 29-06-2015.",CentriLogic,USA,New York,14606,Rochester,CentriLogic,Centrilogic
"
	RT 3811 is located in the area Detroit, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 23-07-2009.",RT 3811,USA,Michigan,48072,Berkley,RT 3811,RT Software Hosting
"
	350 Main Place is located in the area Buffalo, USA (America).",350 Main Place,,,,,,
"
	Farmers Branch/Addison Location is located in the area Dallas, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 24-07-2013.",Farmers Branch/Addison Location,USA,Texas,75244,Farmers Branch,Farmers Branch/Addison Location,"Negma Business Solutions, Inc"
"
	Vital Technology is located in the area Bursa, Turkey (Türkiye), and the colocation data center is not  carrier neutral. The data center was last updated on 28-07-2009.",Vital Technology,Turkey,,16110,Bursa,,Vital Technology
"
	ScanNet is located in the area Kolding, Denmark (Danmark), and the colocation data center is not  carrier neutral. The data center was last updated on 05-08-2009.",ScanNet,Denmark,,6000,Kolding,ScanNet,A/S ScanNet
"
	WWI is located in the area Kolding, Denmark (Danmark), and the colocation data center is not  carrier neutral. The data center was last updated on 05-08-2009.",WWI,Denmark,,6000,Kolding,WWI,WWI A/S
"
	NMNET is located in the area Århus, Denmark (Danmark), and the colocation data center is not  carrier neutral. The data center was last updated on 05-08-2009.",NMNET,Denmark,,8230,Åbyhøj,NMNET,NM Net ApS
"
	Sede Nacional is located in the area Bogota, Colombia, and the colocation data center is not  carrier neutral. The data center was last updated on 06-08-2009.",Sede Nacional,Colombia,Bogota,111111,Bogota,Sede Nacional,Verytel Outsourcing
"
	Centrin Online is located in the area Jakarta (Djakarta), Indonesia, and the colocation data center is not  carrier neutral. The data center was last updated on 15-01-2010.",Centrin Online,Indonesia,West Java,12710,Jakarta,,Centrin Online
"
	Baltic Data Center is located in the area Vilnius, Lithuania (Republic of Lithuania), and the colocation data center is  carrier neutral. The data center was last updated on 23-04-2012.",Baltic Data Center,Lithuania,,09128,Vilnius,Baltic Data Center,Baltic Data Center UAB
"
	SC-1 Data Centre is located in the area Stevenage, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 16-10-2012.",SC-1 Data Centre,United Kingdom,Hertfordshire,SG1 2FP,Stevenage,SC-1 Data Centre,ServerChoice
"
	SC-2 Data Centre is located in the area Welwyn Garden City, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 09-01-2014.",SC-2 Data Centre,United Kingdom,,AL7 3AX,Welwyn Garden City,SC-2 Data Centre,ServerChoice
"
	interscholz RZ2 Leonberg is located in the area Stuttgart, Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 10-08-2009.",interscholz RZ2 Leonberg,Germany,Baden Württemberg,71229,Leonberg,interscholz RZ2 Leonberg,interscholz Internet Services GmbH & Co. KG
"
	EarthLink - Rochester / Pittsford is located in the area Rochester, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 28-05-2013.",EarthLink - Rochester / Pittsford,USA,New York,14534,Pittsford,EarthLink - Rochester / Pittsford,EarthLink
"
	Businesspark Stuttgart, Zettachring 10 is located in the area Stuttgart, Germany (Deutschland).","Businesspark Stuttgart, Zettachring 10",,,,,,
"
	Lampertz GmbH & Co. KG is located in the area Bonn, Germany (Deutschland), and the colocation data center is not  carrier neutral. The data center was last updated on 13-08-2009.",Lampertz GmbH & Co. KG,Germany,,56472,Hof / WW,Lampertz GmbH & Co. KG,Lampertz / Rittal
"
	RZ Reutlingen II is located in the area Stuttgart, Germany (Deutschland), and the colocation data center is not  carrier neutral. The data center was last updated on 14-08-2009.",RZ Reutlingen II,Germany,,72760,Reutlingen,RZ Reutlingen II,CMO Internet Dienistleistungen GmbH
"
	Fast2host is located in the area Cambridge, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 16-08-2009.",Fast2host,United Kingdom,Cambridgeshire,PE27 5JL,St Ives,Fast2host,Fast2host Ltd
"
	Icecolo is located in the area Manchester, united kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 18-08-2009.",Icecolo,united kingdom,,M32 0QT,Manchester,Icecolo,IceColo
"
	LTT Skanstes is located in the area Riga, Latvia (Latvija), and the colocation data center is not  carrier neutral. The data center was last updated on 18-08-2009.",LTT Skanstes,Latvia,,LV-1013,Centrs,LTT Skanstes,Lattelecom
"
	LTT Kleisti is located in the area Riga, Latvia (Latvija), and the colocation data center is not  carrier neutral. The data center was last updated on 18-08-2009.",LTT Kleisti,Latvia,,LV-1067,Imanta,LTT Kleisti,Lattelecom
"
	LTT Keldisa is located in the area Riga, Latvia (Latvija), and the colocation data center is not  carrier neutral. The data center was last updated on 18-08-2009.",LTT Keldisa,Latvia,,LV-1021,Plavnieki,LTT Keldisa,Lattelecom
"
	LTT Brivibas is located in the area Riga, Latvia (Latvija), and the colocation data center is not  carrier neutral. The data center was last updated on 18-08-2009.",LTT Brivibas,Latvia,,LV-1006,Jugla,LTT Brivibas,Lattelecom
"
	LTT Kaleju is located in the area Riga, Latvia (Latvija), and the colocation data center is not  carrier neutral. The data center was last updated on 18-08-2009.",LTT Kaleju,Latvia,,LV-1050,Centrs,LTT Kaleju,Lattelecom
"
	LTT Valdemara is located in the area Riga, Latvia (Latvija), and the colocation data center is not  carrier neutral. The data center was last updated on 18-08-2009.",LTT Valdemara,Latvia,,LV-1013,Sarkandaugava,LTT Valdemara,Lattelecom
"
	Altaire Core NOC is located in the area Portsmouth, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 21-08-2009.",Altaire Core NOC,United Kingdom,Hampshire,PO6 3TD,Portsmouth,Altaire Core NOC,Altaire Limited
"
	nfsi Porto 1 is located in the area Porto, Portugal, and the colocation data center is not  carrier neutral. The data center was last updated on 21-08-2009.",nfsi Porto 1,Portugal,,4000-061 Porto,Porto,nfsi Porto 1,"nfsi telecom, lda"
"
	Dynamic Quest is located in the area Greensboro, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 26-08-2009.",Dynamic Quest,USA,North Carolina,27407,Greensboro,,Dynamic Quest
"
	Ascent Data is located in the area Pittsburgh, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 09-12-2009.",Ascent Data,USA,Pennsylvania,15238,Pittsburgh,,Ascent Data
"
	WiTCOM DataCenter 1 is located in the area Frankfurt (Frankfurt am Main), Germany (Deutschland), and the colocation data center is not  carrier neutral. The data center was last updated on 08-01-2010.",WiTCOM DataCenter 1,Germany,,65187,Wiesbaden,WiTCOM DataCenter 1,WiTCOM Wiesbadener Informations- und Telekommunikations GmbH
"
	SIS DC 1 is located in the area Gzira, Malta, and the colocation data center is  carrier neutral. The data center was last updated on 15-12-2009.",SIS DC 1,Malta,,GZR 3016,Gzira,SIS DC 1,SIS Ltd
"
	Dataneum is located in the area Budapest, Hungary, and the colocation data center is  carrier neutral. The data center was last updated on 25-09-2009.",Dataneum,Hungary,,1108,Budapest,,Dataneum
"
	Albatrust - Colocation Data Center is located in the area Montreal, Canada, and the colocation data center is not  carrier neutral. The data center was last updated on 14-10-2013.",Albatrust - Colocation Data Center,Canada,Quebec,H2V 4M1,Montreal,,Albatrust - Colocation Data Center
"
	Datatech UK Alvechurch is located in the area Birmingham UK, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 20-11-2014.",Datatech UK Alvechurch,United Kingdom,,B48 7QA,Alvechurch,Datatech UK Alvechurch,Datatech UK Ltd
"
	Broadline Networks Hamilton is located in the area Hamilton, Canada, and the colocation data center is not  carrier neutral. The data center was last updated on 22-12-2010.",Broadline Networks Hamilton,Canada,Ontario,L8P 1A1,Hamilton,Broadline Networks Hamilton,Broadline Networks INC
"
	Got.Net is located in the area Santa Cruz, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 11-09-2009.",Got.Net,USA,California,95060,Santa Cruz,,Got.Net
"
	Casablanca Telehouse is located in the area Prague, Czech Republic, and the colocation data center is  carrier neutral. The data center was last updated on 11-09-2009.",Casablanca Telehouse,Czech Republic,,13052,Prague,Casablanca Telehouse,Casablanca INT s.r.o.
"
	QTS Miami Data Center is located in the area Miami, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 04-10-2010.",QTS Miami Data Center,USA,Florida,33172,Miami,QTS Miami Data Center,QTS (Quality Technology Services)
"
	Alboin Kontor is located in the area Berlin, Germany (Deutschland).",Alboin Kontor,,,,,,
"
	Custodian Data Centre is located in the area Kent, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 05-06-2014.",Custodian Data Centre,United Kingdom,Kent,ME14 5NZ,Maidstone,,Custodian Data Centre
"
	Frederick Data Center I is located in the area Frederick, USA (America), and the colocation data center is not  carrier neutral. The data center was last updated on 23-05-2013.",Frederick Data Center I,USA,Maryland,21704,Frederick,Frederick Data Center I,"Swift Systems, Inc."
"
	Aon Center is located in the area Los Angeles, USA (America).",Aon Center,,,,,,
"
	Inteorute Bulgaria SOF003 is located in the area Sofia, Bulgaria, and the colocation data center is  carrier neutral. The data center was last updated on 02-10-2009.",Inteorute Bulgaria SOF003,Bulgaria,,1303,Sofia,Inteorute Bulgaria SOF003,Interoute Communications Ltd
"
	Data-Center I Volia is located in the area Kiev, Ukraine (Ukrayina), and the colocation data center is not  carrier neutral. The data center was last updated on 08-10-2009.",Data-Center I Volia,Ukraine,,01103,Kiev,Data-Center I Volia,Volia-Cable LTD.
"
	Data-Center II  Volia is located in the area Kiev, Ukraine (Ukrayina), and the colocation data center is not  carrier neutral. The data center was last updated on 08-10-2009.",Data-Center II  Volia,Ukraine,,03148,Kiev,Data-Center II  Volia,Volia-Cable LTD.
"
	GNET Data Center is located in the area madrid, spain (España), and the colocation data center is  carrier neutral. The data center was last updated on 30-11-2012.",GNET Data Center,spain,Madrid,28037,MADRID,GNET Data Center,Grupalia Internet S.A
"
	Superb DCA2 - McLean is located in the area Vienna Virginia, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-10-2009.",Superb DCA2 - McLean,USA,Virginia,22102,McLean,Superb DCA2 - McLean,Superb Internet Corporation
"
	Heron Rd is located in the area Belfast, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 08-10-2009.",Heron Rd,United Kingdom,,BT3 9LD,Belfast,Heron Rd,Atlas Communications Ltd.
"
	Keith Building is located in the area Cleveland, USA (America).",Keith Building,,,,,,
"
	Superb DCA3 - Springfield is located in the area Springfield VA, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-10-2009.",Superb DCA3 - Springfield,USA,Virginia,22151,Springfield,Superb DCA3 - Springfield,Superb Internet Corporation
"
	1500 Champa is located in the area Denver, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 08-02-2011.",1500 Champa,USA,Colorado,80202,Denver,1500 Champa,Morgan Reed Group
"
	Global Crossing Berlin is located in the area Berlin, Germany (Deutschland), and the colocation data center is  carrier neutral. The data center was last updated on 12-10-2009.",Global Crossing Berlin,Germany,,12277,Berlin,Global Crossing Berlin,Global Crossing Limited
"
	Toronto North is located in the area Toronto, Canada, and the colocation data center is  carrier neutral. The data center was last updated on 14-10-2009.",Toronto North,Canada,Ontario,L4H 0R6,Vaughan,Toronto North,Data Centers Canada
"
	SQ17 is located in the area Wiltshire, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 13-05-2013.",SQ17,United Kingdom,Wiltshire,SN13 9GB,Corsham,SQ17,MDS Technologies Ltd
"
	A101 is located in the area Farnborough, United Kingdom (UK), and the colocation data center is not  carrier neutral. The data center was last updated on 14-05-2013.",A101,United Kingdom,Hampshire,GU14 0LX,Farnborough,A101,MDS Technologies Ltd
"
	A9 is located in the area Farnborough, United Kingdom (UK), and the colocation data center is  carrier neutral. The data center was last updated on 14-05-2013.",A9,United Kingdom,Hampshire,GU14 0LX,Farnborough,A9,MDS Technologies Ltd
"
	bigbyte.cc Corp. is located in the area Albuquerque, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 19-12-2012.",bigbyte.cc Corp.,USA,New Mexico,87102,Albuquerque,bigbyte.cc Corp.,bigbyte.cc
"
	Sitco Data Center is located in the area Evansville, USA (America), and the colocation data center is  carrier neutral. The data center was last updated on 17-05-2010.",Sitco Data Center,USA,Indiana,47711,Evansville,,Sitco Data Center
